,Unnamed: 0,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,ict_index_per_90,ict_index_value,bps_per_90,value_bps,position,teamName,statusFull,description,zScore_form,p-form,form-cat,zScore_cost,p-cost,cost-cat,zScore_vsea,p-vsea,vsea-cat,zScore_vbps,p-vbps,vbps-cat,zScore_sbp,p-sbp,sbp-cat,zScore_ictval,p-ictval,ictval-cat,zScore_ict,p-ict,ict-cat,zScore_bps,p-bps,bps-cat,zScore_gpts,p-gpts,gpts-cat,strength,zScore_str,p-str,str-cat,class,kMeansClass,pcaKMeansClass,kMeans-cat,pcaKMeans-cat
84,132,0.0,0.0,513418,0,0,-2,2,0,3,0.0,0.0,0,Kevin,0.0,115,False,Muscle injury - Unknown return date,2023-09-23T22:00:07.161600Z,5.3,513418.jpg,3.8,Schade,0.1,False,,i,Brentford,94,19,18621,8,26006,42,0.0,3.6,Schade,255,1,1,1,2,0,0,0,0,0,0,2,40,48.2,42.0,62.0,15.1,3,0.8,0.35,1.15,2.36,382,168,319,170,240,129,353,159,,,,,,,0.28,0.0,0.12,0.4,0.83,0.71,150,94,740,320,68,39,500,171,1.06,0.35,3.02,0.28,8.4,0.79,Midfielder,Brentford,inj,"[Schade, Brentford]",0.0,0.5,bronze,0.2502164566069951,0.5987900202863148,silver,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,1.0920511224427107,0.8625946843117787,gold,0.04348,0.0,0.5,bronze,0,2,0,gold,gold
85,133,100.0,100.0,140200,0,0,-1,1,0,1,0.0,0.0,0,Thomas,0.0,116,False,,2023-08-26T21:00:07.515720Z,3.9,140200.jpg,2.0,Strakosha,2.0,False,,a,Brentford,94,4,272704,279,123810,5166,0.0,1.0,Strakosha,135,0,0,0,2,0,0,0,0,0,6,0,24,42.8,0.0,0.0,4.3,1,0.0,0.01,0.01,1.68,391,29,482,24,455,14,429,29,,,,,,,0.0,4.0,0.01,0.01,1.12,1.33,744,73,423,38,282,32,134,18,0.67,0.0,2.15,0.11,12.0,0.62,Goalkeeper,Brentford,avail,"[Strakosha, Brentford]",0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.1772430925740319,0.5703412757565366,silver,0.0,0.5,bronze,0.00574,0.0,0.5,bronze,0,2,0,gold,gold
86,136,0.0,,216646,0,0,-3,3,2,4,0.0,2.6,2,Yoane,2.6,119,False,International Duty - Unknown return date,2023-12-30T22:30:09.405168Z,5.7,216646.jpg,3.4,Wissa,5.9,False,,i,Brentford,94,65,2016150,803,2079955,47980,0.5,11.4,Wissa,1543,4,2,6,24,0,0,0,2,0,0,8,195,248.6,201.5,461.0,90.4,18,6.4,1.1,7.5,21.34,149,15,103,11,20,11,55,12,,,,,,,0.37,0.0,0.06,0.43,1.24,1.4,85,26,125,18,104,15,62,10,1.05,0.35,4.76,1.59,10.68,3.56,Forward,Brentford,inj,"[Wissa, Brentford]",0.3437344452481264,0.6344769978561674,silver,0.6180496308406315,0.7317286883563104,silver,1.2060554495232123,0.8861019445114553,gold,0.3130099560384516,0.6228634509314487,silver,0.2917138332004007,0.6147472841638935,silver,1.3214072510826746,0.9068171952043608,gold,0.861821259553258,0.8056070579264096,gold,0.0,0.5,bronze,0.7707345075397171,0.7795678431280596,silver,0.1855,0.2573741927000416,0.6015550383806794,silver,1,0,2,bronze,bronze
87,137,,,508395,0,0,-2,2,0,3,0.8,0.8,1,Yegor,0.8,120,False,,,4.3,508395.jpg,1.3,Yarmoliuk,0.6,False,,a,Brentford,94,14,53623,1988,78515,1796,0.2,3.3,Yarmoliuk,345,0,0,2,5,0,0,0,1,0,0,0,44,48.6,37.5,67.0,15.3,4,0.7,0.08,0.78,5.6,379,165,333,174,226,123,352,158,,,,,,,0.18,0.0,0.02,0.2,1.46,1.3,611,333,294,130,378,169,230,74,1.04,0.52,1.39,0.36,4.0,1.02,Midfielder,Brentford,avail,"[Yarmoliuk, Brentford]",0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.0,0.5,bronze,0,2,0,gold,gold
88,138,,,48760,0,0,-2,2,0,2,0.4,0.4,1,Mathias,0.4,121,False,,,4.3,48760.jpg,1.0,Jorgensen,0.1,False,,a,Brentford,94,4,2251,55,6129,82,0.1,0.9,Zanka,187,0,0,0,5,0,0,0,0,0,0,0,30,39.4,19.3,0.0,5.9,2,0.0,0.14,0.14,2.62,394,149,373,134,568,231,416,149,,,,,,,0.0,0.0,0.07,0.07,1.26,2.41,570,126,348,121,418,151,472,182,0.96,0.0,1.48,0.14,7.5,0.7,Defender,Brentford,avail,"[Zanka, Brentford]",0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.0,0.5,bronze,0,2,0,gold,gold
89,139,100.0,100.0,115382,0,0,-1,1,0,4,2.0,2.0,1,Neal,2.0,258,False,,2023-09-22T16:30:08.030737Z,4.9,115382.jpg,2.6,Maupay,1.1,False,,a,Brentford,94,41,183017,847,198889,6380,0.4,8.4,Maupay,799,2,3,2,18,0,0,0,3,0,0,4,122,165.6,152.3,374.0,68.9,7,4.98,1.44,6.42,12.76,244,29,142,19,37,15,100,18,,,,,,,0.56,0.0,0.16,0.72,1.44,2.03,221,48,185,23,206,29,179,31,0.79,0.23,4.31,1.41,7.88,2.57,Forward,Brentford,avail,"[Maupay, Brentford]",0.0,0.5,bronze,0.0,0.5,bronze,0.5066382537957747,0.693795668867484,silver,0.0,0.5,bronze,0.0,0.5,bronze,1.0121494689990866,0.8442667037224898,gold,0.6318091604286795,0.7362442064479875,silver,0.0,0.5,bronze,0.1281012777337295,0.5509655875522546,silver,0.07382,0.0,0.5,bronze,0,2,0,gold,gold
90,140,,,501284,0,0,0,0,0,3,0.8,0.8,1,Michael,0.8,620,False,,,4.5,501284.jpg,1.0,Olakigbe,0.0,False,,a,Brentford,94,8,3281,35,3252,72,0.2,1.8,Olakigbe,51,0,0,0,0,0,0,0,0,0,0,0,14,4.8,4.1,27.0,3.5,0,0.14,0.02,0.16,0.7,461,208,420,210,324,165,436,201,,,,,,,0.25,0.0,0.04,0.29,1.24,0.0,443,262,298,132,436,197,592,222,0.0,0.0,0.44,0.08,1.75,0.31,Midfielder,Brentford,avail,"[Olakigbe, Brentford]",0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.0,0.5,bronze,0,2,0,gold,gold
91,142,0.0,100.0,205836,0,0,0,0,0,3,0.0,1.6,1,Saman,1.6,701,False,International Duty - Unknown return date,2023-12-30T18:00:11.430719Z,4.5,205836.jpg,1.5,Ghoddos,0.0,False,,i,Brentford,94,21,13121,33,8793,637,0.4,4.7,Ghoddos,691,1,0,0,17,0,0,0,5,0,0,0,110,132.0,162.4,45.0,34.1,7,0.3,0.94,1.24,10.77,274,112,130,89,271,143,238,116,3.0,,,,,,0.04,0.0,0.12,0.16,1.4,2.21,377,226,218,99,360,156,512,178,0.91,0.0,2.44,0.76,7.86,2.44,Midfielder,Brentford,inj,"[Ghoddos, Brentford]",0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.0,0.5,bronze,0,2,0,gold,gold
92,145,,,450539,0,0,0,0,0,3,0.4,0.4,0,Myles,0.4,744,False,,,4.5,450539.jpg,1.0,Peart-Harris,0.0,False,,a,Brentford,94,3,178,8,122,14,0.1,0.7,Peart-Harris,11,0,0,0,0,0,0,0,0,0,0,0,6,2.2,10.9,2.0,1.5,0,0.0,0.0,0.0,0.07,475,217,402,201,428,212,466,214,,,,,,,0.0,0.0,0.0,0.0,0.57,0.0,409,236,350,162,431,193,755,322,0.0,0.0,0.5,0.03,2.0,0.13,Midfielder,Brentford,avail,"[Peart-Harris, Brentford]",0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.0,0.5,bronze,0,2,0,gold,gold
93,147,0.0,0.0,535818,0,0,0,0,1,3,0.0,0.0,0,Simon,2.5,122,False,International Duty - Unknown return date,2023-12-30T23:00:12.285175Z,5.0,535818.jpg,3.3,Adingra,0.6,False,,i,Brighton,36,56,247841,62,221480,8605,0.5,11.2,Adingra,1139,4,1,0,23,0,0,0,2,0,0,6,191,276.8,271.9,345.0,89.2,13,2.29,1.42,3.71,18.99,122,45,63,48,43,24,60,43,,,,,,,0.18,0.0,0.11,0.29,1.5,1.82,206,131,133,64,116,55,224,71,1.03,0.0,5.25,1.78,11.59,3.94,Midfielder,Brighton,inj,"[Adingra, Brighton]",0.2806154109782307,0.6104973027258899,silver,0.0,0.5,bronze,1.1594276364747162,0.8768590414288178,gold,0.4916753979757303,0.6885255835828878,silver,0.0,0.5,bronze,1.647846021059795,0.9503078637406462,gold,1.112278878600021,0.8669908688408252,gold,0.1049379018048013,0.5417874581525278,silver,0.6904053538139685,0.7550303445709134,silver,0.17775,0.2085499964739448,0.582600225422345,silver,1,0,2,bronze,bronze
94,150,100.0,75.0,536916,0,0,-3,3,0,3,1.2,0.9,3,Facundo,1.2,125,False,,2023-12-29T00:00:09.617892Z,4.7,536916.jpg,1.7,Buonanotte,0.0,False,,a,Brighton,36,20,4514,98,7236,197,0.3,4.3,Buonanotte,500,1,1,1,6,0,0,0,4,0,0,1,56,92.4,132.1,81.0,30.6,6,0.58,0.51,1.09,8.33,315,134,160,104,202,115,260,126,,,,,,,0.1,0.0,0.09,0.19,1.5,1.08,332,216,262,114,336,144,546,197,1.08,0.18,2.55,0.65,4.75,1.21,Midfielder,Brighton,avail,"[Buonanotte, Brighton]",0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.0,0.5,bronze,0,2,0,gold,gold
95,152,100.0,100.0,168090,0,0,-2,2,0,3,0.2,0.2,0,Mahmoud,0.2,128,False,,2023-11-13T01:00:08.969962Z,4.8,168090.jpg,1.6,Dahoud,0.1,False,,a,Brighton,36,14,8445,28,18506,87,0.0,2.9,Dahoud,449,0,1,1,6,0,0,0,1,1,0,0,68,70.4,127.2,24.0,21.7,6,0.22,0.54,0.76,5.16,348,151,166,106,340,171,321,146,,,,,,,0.04,0.0,0.11,0.15,1.03,1.2,282,184,396,181,351,151,465,156,1.2,0.2,2.41,0.45,7.56,1.42,Midfielder,Brighton,avail,"[Dahoud, Brighton]",0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.0,0.5,bronze,0,2,0,gold,gold
96,153,100.0,0.0,83299,0,0,0,0,0,2,0.8,0.0,0,Lewis,0.8,129,False,,2023-12-28T22:00:09.818659Z,5.0,83299.jpg,1.4,Dunk,2.6,False,,a,Brighton,36,23,352169,513,544147,13044,0.2,4.6,Dunk,1416,1,0,0,28,0,0,0,4,1,0,1,219,369.2,96.8,198.0,66.4,16,2.33,1.54,3.86,26.3,59,18,205,52,97,4,108,18,,,2.0,,,,0.15,0.0,0.1,0.25,1.67,1.78,170,19,305,103,372,132,119,49,1.02,0.0,4.15,1.33,13.75,4.4,Defender,Brighton,avail,"[Dunk, Brighton]",0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.7079546171629627,0.7605132796509382,silver,0.0,0.5,bronze,0.8747015658508257,0.8091318460451693,gold,0.5500270807399409,0.7088496003158414,silver,0.4858628092719675,0.6864677807889783,silver,0.0,0.5,bronze,0.08482,0.0,0.5,bronze,0,2,0,gold,gold
97,154,0.0,0.0,474120,0,0,-4,4,0,3,0.0,0.0,0,Julio,0.0,130,False,Knee injury - Expected back 24 Feb,2023-08-23T21:00:05.704925Z,5.1,474120.jpg,4.0,Enciso,0.4,False,,i,Brighton,36,8,46613,16,385141,235,0.0,1.6,Enciso,68,0,2,0,1,0,0,0,1,0,0,0,30,39.0,25.0,30.0,9.4,1,0.2,0.58,0.78,2.02,396,177,357,184,313,161,398,184,,,,,,,0.26,0.0,0.77,1.03,2.67,1.32,165,103,730,312,54,31,239,77,1.32,0.0,4.7,0.18,15.0,0.59,Midfielder,Brighton,inj,"[Enciso, Brighton]",0.0,0.5,bronze,0.0662998694901769,0.5264304564351758,silver,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.831152979669981,0.7970563931817456,silver,0.7063054640562072,0.7600009019093956,silver,1.252709429894208,0.8948442635485496,gold,0.09253,0.0,0.5,bronze,0,2,0,gold,gold
98,155,100.0,100.0,204214,0,0,-1,1,1,2,2.0,2.0,6,Pervis,2.0,131,False,,2023-11-10T02:00:09.926001Z,4.9,204214.jpg,4.6,Estupiñán,17.6,False,,a,Brighton,36,37,2313407,173559,5653685,8183,0.4,7.6,Estupiñan,630,2,3,1,12,1,0,0,2,0,0,5,165,232.2,206.1,117.0,55.5,7,0.93,1.53,2.46,13.25,170,61,99,18,160,23,143,31,,,,,,,0.13,0.0,0.22,0.35,1.89,1.71,235,27,186,58,27,3,18,6,1.0,0.14,6.94,1.13,21.25,3.47,Defender,Brighton,avail,"[Estupiñan, Brighton]",0.0,0.5,bronze,0.0,0.5,bronze,0.3201270016017911,0.625563971228987,silver,0.2706944566322541,0.6066869796704345,silver,1.7915504502244763,0.9633974968327031,gold,0.5310818079801723,0.7023189549472908,silver,1.9761020953123267,0.9759283924144436,platin,1.8085187379774057,0.9647370984191,gold,1.7346843522486983,0.9586016353047516,gold,0.27317,0.8096861002022226,0.7909396956225401,silver,1,0,1,bronze,silver
99,156,100.0,100.0,487117,0,0,-1,1,1,4,1.5,1.5,1,Evan,1.5,132,False,,2023-11-13T01:00:09.032281Z,5.9,487117.jpg,3.2,Ferguson,5.6,False,,a,Brighton,36,57,1268870,4868,1397452,20936,0.3,9.7,Ferguson,957,6,1,1,22,0,0,0,1,0,0,5,199,255.8,78.1,309.0,64.2,11,3.68,0.66,4.34,17.98,141,13,240,34,53,22,113,23,,,,,,,0.35,0.0,0.06,0.41,1.69,2.07,69,21,231,30,127,20,70,12,1.03,0.09,3.57,1.09,11.33,3.46,Forward,Brighton,avail,"[Ferguson, Brighton]",0.0,0.5,bronze,0.8019662179574497,0.7887137500374508,silver,0.8097190386109974,0.7909491633770047,silver,0.2659927344760098,0.6048775977125818,silver,0.2532564840459372,0.5999649895894028,silver,0.462357856406042,0.6780876419973088,silver,0.2535670418682618,0.6000849693191255,silver,0.0590858296096794,0.5235581273721926,silver,0.6100762000882204,0.7290943342182588,silver,0.1139,0.0,0.5,bronze,0,2,0,gold,gold
100,157,,,243568,0,0,-1,1,1,3,1.7,1.7,3,Billy,1.7,133,False,,,4.9,243568.jpg,2.3,Gilmour,0.3,False,,a,Brighton,36,44,83571,321,69524,900,0.3,9.0,Gilmour,1275,0,3,3,23,0,0,0,4,0,0,4,238,194.6,347.4,83.0,62.5,14,0.73,1.85,2.58,23.48,205,85,40,33,200,114,118,72,3.0,,,,,,0.05,0.0,0.13,0.18,1.66,1.62,252,159,213,96,250,108,277,93,0.99,0.21,3.29,1.28,12.74,4.94,Midfielder,Brighton,avail,"[Gilmour, Brighton]",0.0,0.5,bronze,0.0,0.5,bronze,0.646521692941262,0.7410292235232607,silver,0.9618476136001484,0.8319369216841995,gold,0.0,0.5,bronze,0.7887966263831624,0.7848845591970423,silver,0.1104484024129687,0.5439731158353177,silver,0.3077451442063019,0.6208618672321087,silver,0.0,0.5,bronze,0.0912,0.0,0.5,bronze,0,2,0,gold,gold
101,158,100.0,100.0,60307,0,0,-1,1,1,3,5.3,5.3,3,Pascal,5.3,134,False,,2023-09-22T14:00:07.601244Z,6.4,60307.jpg,4.6,Groß,3.9,False,,a,Brighton,36,82,544988,46758,556718,18104,0.8,12.8,Gross,1551,3,6,2,23,0,0,0,3,0,0,15,360,539.4,789.7,296.0,162.6,17,3.34,4.11,7.45,26.02,12,5,3,2,59,36,5,4,1.0,,1.0,,2.0,,0.19,0.0,0.24,0.43,1.51,1.33,49,30,19,10,28,19,95,29,0.99,0.12,9.03,2.54,20.83,5.86,Midfielder,Brighton,avail,"[Gross, Brighton]",2.047948370535309,0.9797174707174297,platin,1.2617576857494948,0.8964820037308843,gold,1.5324501408626834,0.9372943038376688,gold,1.3944060519746124,0.9184024892039436,gold,0.0353315055039775,0.5140922993760164,silver,2.9536011009682763,0.9984295514626742,platin,3.044380511246479,0.9988341998467424,platin,1.7344500059699008,0.958580865511838,gold,1.7346843522486983,0.9586016353047516,gold,0.50985,2.300745553465781,0.9892969912004588,platin,3,0,1,bronze,silver
102,159,,,475168,0,0,-1,1,2,4,4.2,4.2,2,João Pedro,4.2,135,False,,,5.4,475168.jpg,3.5,Junqueira de Jesus,11.3,False,,a,Brighton,36,71,1520386,90762,2716836,31980,0.8,13.1,João Pedro,1138,7,2,2,20,0,0,0,2,0,0,9,267,413.2,271.9,548.0,123.4,9,7.52,2.61,10.13,19.29,44,6,64,4,12,7,23,8,,,,,1.0,,0.59,0.0,0.21,0.8,1.53,1.58,126,34,49,9,95,13,34,7,0.71,0.16,6.17,2.29,13.8,5.11,Forward,Brighton,avail,"[João Pedro, Brighton]",1.353638993566457,0.9120742099282928,gold,0.3421747501654046,0.6338903069765087,silver,1.6023918604354268,0.9454655081889644,gold,1.0417768902562992,0.8512424345822289,gold,0.9839461179807434,0.8374289967387065,gold,2.52407640362996,0.9941998643192564,platin,1.58252583681027,0.9432352105483666,gold,0.4946805154633372,0.6895871712621346,silver,0.8510636612654656,0.802633004952904,gold,0.34908,1.2879112273664812,0.9011115666157724,gold,2,0,1,bronze,silver
103,162,100.0,100.0,39155,0,0,-1,1,0,3,0.8,0.8,1,Adam,0.8,138,False,,2023-09-29T14:00:08.638239Z,4.9,39155.jpg,1.3,Lallana,0.0,False,,a,Brighton,36,18,4652,64,8330,102,0.2,3.7,Lallana,496,0,1,1,8,0,0,0,1,0,0,0,54,54.0,146.2,76.0,27.6,8,0.28,0.85,1.13,8.16,368,160,145,98,214,119,282,133,,,,,,,0.05,0.0,0.15,0.2,1.48,1.45,209,134,303,137,383,172,520,184,1.45,0.18,1.97,0.56,3.86,1.1,Midfielder,Brighton,avail,"[Lallana, Brighton]",0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.0,0.5,bronze,0,2,0,gold,gold
104,163,0.0,0.0,232792,0,0,-1,1,0,2,0.0,0.0,0,Tariq,0.0,139,False,Muscle injury - Unknown return date,2023-11-08T17:00:08.856481Z,3.9,232792.jpg,1.8,Lamptey,4.3,False,,i,Brighton,36,9,675330,503,948721,13752,0.0,2.3,Lamptey,171,0,2,0,6,0,0,0,2,0,0,0,48,44.0,31.1,7.0,8.2,2,0.02,0.09,0.11,2.18,388,146,340,119,404,146,405,146,,,,,,,0.01,0.0,0.05,0.06,1.15,3.16,757,241,431,149,315,113,87,32,1.05,0.0,1.64,0.21,9.6,1.23,Defender,Brighton,inj,"[Lamptey, Brighton]",0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0866079710432621,0.5345084351322731,silver,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.00281,0.0,0.5,bronze,0,2,0,gold,gold
105,164,0.0,0.0,109345,0,0,-4,4,1,3,0.0,0.0,0,Solly,0.0,140,False,Knee injury - Unknown return date,2023-10-21T17:30:07.514105Z,6.1,109345.jpg,5.6,March,2.2,False,,i,Brighton,36,39,1021538,47,1233749,1712,0.0,6.4,March,555,3,1,2,11,0,0,0,1,0,0,6,134,197.4,126.5,139.0,46.4,7,2.1,0.97,3.07,10.5,201,83,169,107,139,87,181,90,2.0,,3.0,,,,0.34,0.0,0.16,0.5,1.7,1.78,59,36,756,329,9,7,124,37,1.14,0.32,6.63,0.76,20.0,2.3,Midfielder,Brighton,inj,"[March, Brighton]",0.0,0.5,bronze,0.9858828050742672,0.8379046871862551,gold,0.0403601233108161,0.5160969893418659,silver,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,1.8176493159153944,0.9654411255123184,gold,1.588076083193166,0.943865432109068,gold,2.537975889506183,0.9944252167279706,platin,0.22578,0.51113401515,0.6953713904664071,silver,1,0,1,bronze,silver
106,166,100.0,100.0,15157,0,0,-2,2,0,3,2.0,2.0,3,James,2.0,142,False,,2023-11-10T02:00:09.976619Z,4.8,15157.jpg,1.8,Milner,0.1,False,,a,Brighton,36,24,8109,213,21957,178,0.4,5.0,Milner,679,0,2,3,10,0,0,0,3,0,0,0,127,144.0,235.2,46.0,42.6,9,0.21,2.12,2.33,10.44,262,107,85,65,267,142,195,97,4.0,,,,,,0.03,0.0,0.28,0.31,1.38,1.33,263,168,182,84,320,134,392,126,1.19,0.4,3.28,0.89,9.77,2.65,Midfielder,Brighton,avail,"[Milner, Brighton]",0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.1187380985353889,0.5472585741089968,silver,0.1053370224324224,0.5419458066387629,silver,0.0,0.5,bronze,0.0,0.5,bronze,0.00726,0.0,0.5,bronze,0,2,0,gold,gold
107,167,0.0,0.0,451340,-1,1,-1,1,2,3,0.0,0.0,0,Kaoru,1.5,143,False,International Duty - Unknown return date,2023-12-22T02:00:09.537137Z,6.4,451340.jpg,3.7,Mitoma,15.6,False,,i,Brighton,36,63,2896879,232,5130740,78391,0.2,9.8,Mitoma,1320,3,5,0,25,0,0,0,4,0,0,7,211,294.2,346.3,547.0,118.9,13,3.2,3.35,6.55,22.83,113,43,42,35,13,6,27,16,,,,,,,0.22,0.0,0.23,0.45,1.56,1.7,52,31,232,102,74,41,25,9,0.89,0.0,6.99,1.86,12.82,3.41,Midfielder,Brighton,inj,"[Mitoma, Brighton]",0.0,0.5,bronze,1.2617576857494948,0.8964820037308843,gold,0.8330329451352456,0.7975869254373998,silver,0.242484123694789,0.5957974713512559,silver,1.5351681225280531,0.9376287318029504,gold,1.7852939242080563,0.9628931730674466,gold,2.0016589952150574,0.9773392903326956,platin,0.3218534741124932,0.6262181492931229,silver,1.0117219687169627,0.8441644957722496,gold,0.29132,0.9240292178155975,0.8222644481100418,gold,2,0,1,bronze,silver
108,168,100.0,100.0,243505,0,0,-1,1,0,3,0.5,0.5,1,Jakub,0.5,144,False,,2023-10-20T15:30:08.340971Z,4.4,243505.jpg,0.8,Moder,0.1,False,,a,Brighton,36,4,6900,47,9956,128,0.1,0.9,Moder,63,0,0,0,2,0,0,0,1,0,0,0,16,13.0,24.2,6.0,4.4,0,0.41,0.14,0.55,1.58,438,196,359,186,405,204,428,196,,,,,,,0.59,0.0,0.2,0.79,2.26,2.86,532,301,335,155,485,227,477,159,0.0,0.0,0.88,0.1,3.2,0.36,Midfielder,Brighton,avail,"[Moder, Brighton]",0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.0,0.5,bronze,0,2,0,gold,gold
109,171,,,49262,0,0,-3,3,0,1,1.8,1.8,8,Jason,1.8,148,False,,,4.2,49262.jpg,2.5,Steele,2.0,False,,a,Brighton,36,27,134230,2609,477920,3251,0.4,6.4,Steele,990,0,0,1,19,0,0,0,0,0,26,2,185,236.8,0.1,0.0,23.7,11,0.0,0.0,0.0,15.25,164,20,459,8,560,57,310,20,,,,,,,0.0,2.36,0.0,0.0,1.39,1.73,616,32,193,20,217,24,140,19,1.0,0.09,2.15,0.56,17.0,4.45,Goalkeeper,Brighton,avail,"[Steele, Brighton]",0.0,0.5,bronze,0.0,0.5,bronze,0.0403601233108161,0.5160969893418659,silver,0.7314632279441835,0.767751871350391,silver,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,1.0590137117109908,0.8552032324215807,gold,0.0477721240079809,0.5190510734993196,silver,0.06086,0.0,0.5,bronze,0,2,0,gold,gold
110,173,,,469142,0,0,0,0,0,2,2.5,2.5,8,Jan Paul,2.5,150,False,,,4.0,469142.jpg,1.9,van Hecke,2.0,False,,a,Brighton,36,29,267371,5857,206141,5727,0.6,7.2,Van Hecke,1198,0,0,1,17,0,0,0,2,0,0,3,216,344.8,64.7,78.0,48.9,13,0.73,0.32,1.05,18.73,70,22,269,86,209,49,172,46,,,,,,,0.05,0.0,0.02,0.07,1.41,1.28,691,202,126,33,299,105,135,56,0.98,0.08,3.26,1.22,14.6,5.47,Defender,Brighton,avail,"[Van Hecke, Brighton]",0.2806154109782307,0.6104973027258899,silver,0.0,0.5,bronze,0.2268713755047995,0.589738119623531,silver,1.2110388878810894,0.887059749483493,gold,0.0,0.5,bronze,0.6857106990219664,0.7535522206796587,silver,0.09511426247133,0.5378879651886718,silver,0.6357638145252504,0.7375348120390757,silver,0.0,0.5,bronze,0.10156,0.0,0.5,bronze,0,2,2,gold,bronze
