,element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out,name,team,element_type,position,teamName,opponent,Date
4,595,42,7,5,True,2023-09-17T13:00:00Z,0,0,5,73,0,0,1,0,0,0,0,1,0,0,0,14,5.2,6.2,0.0,1.1,1,0.00,0.11,0.11,1.21,45,-2106,21665,484,2590,Kerkez,Bournemouth,2,Defender,Bournemouth,Chelsea,2023-09-17
5,595,53,5,-1,False,2023-09-24T13:00:00Z,3,1,6,90,0,0,0,3,1,0,0,0,0,0,0,-1,6.2,5.6,2.0,1.4,1,0.00,0.04,0.04,1.87,45,-410,21722,668,1078,Kerkez,Bournemouth,2,Defender,Bournemouth,Brighton,2023-09-24
6,595,62,1,1,True,2023-09-30T14:00:00Z,0,4,7,82,0,0,0,3,0,0,0,0,0,0,0,6,5.4,2.6,6.0,1.4,1,0.07,0.01,0.08,2.89,45,-658,21240,686,1344,Kerkez,Bournemouth,2,Defender,Bournemouth,Arsenal,2023-09-30
7,595,75,9,1,False,2023-10-07T14:00:00Z,3,0,8,66,0,0,0,3,0,0,0,0,0,0,0,4,11.0,0.9,2.0,1.4,1,0.02,0.00,0.02,2.20,45,447,22127,2091,1644,Kerkez,Bournemouth,2,Defender,Bournemouth,Everton,2023-10-07
8,595,82,20,2,True,2023-10-21T14:00:00Z,1,2,9,84,0,0,0,1,0,0,0,0,0,0,0,7,7.4,5.8,0.0,1.3,1,0.00,0.06,0.06,1.54,45,102,22565,1645,1543,Kerkez,Bournemouth,2,Defender,Bournemouth,Wolves,2023-10-21
9,595,93,6,1,True,2023-10-28T14:00:00Z,2,1,10,8,0,0,0,0,0,0,0,0,0,0,0,5,2.0,0.3,2.0,0.4,0,0.01,0.00,0.01,0.60,45,1474,24444,3451,1977,Kerkez,Bournemouth,2,Defender,Bournemouth,Burnley,2023-10-28
10,595,106,13,-1,False,2023-11-04T15:00:00Z,6,1,11,90,0,0,0,6,0,0,0,0,0,0,0,9,13.0,3.7,0.0,1.7,1,0.00,0.02,0.02,1.88,45,-3729,20698,188,3917,Kerkez,Bournemouth,2,Defender,Bournemouth,Man City,2023-11-04
11,595,113,15,0,True,2023-11-11T17:30:00Z,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-997,19850,231,1228,Kerkez,Bournemouth,2,Defender,Bournemouth,Newcastle,2023-11-11
12,595,129,17,1,False,2023-11-25T15:00:00Z,1,3,13,45,0,0,0,1,0,0,0,0,0,0,0,4,12.6,21.2,4.0,3.8,0,0.08,0.07,0.15,0.76,44,-395,19667,396,791,Kerkez,Bournemouth,2,Defender,Bournemouth,Sheffield Utd,2023-11-25
13,595,132,2,5,True,2023-12-03T14:00:00Z,2,2,14,82,0,1,0,1,0,0,0,1,0,0,1,26,28.4,15.3,2.0,4.6,1,0.00,0.03,0.03,0.61,44,-491,19149,151,642,Kerkez,Bournemouth,2,Defender,Bournemouth,Aston Villa,2023-12-03
14,595,143,8,6,False,2023-12-06T19:30:00Z,0,2,15,90,0,0,1,0,0,0,0,0,0,0,0,18,4.8,1.4,2.0,0.8,1,0.00,0.01,0.01,0.84,44,1061,20300,1387,326,Kerkez,Bournemouth,2,Defender,Bournemouth,Crystal Palace,2023-12-06
15,595,157,14,6,False,2023-12-09T15:00:00Z,0,3,16,90,0,0,1,0,0,0,0,0,0,0,0,24,22.8,1.3,2.0,2.6,1,0.00,0.01,0.01,1.16,44,549,20926,1339,790,Kerkez,Bournemouth,2,Defender,Bournemouth,Man Utd,2023-12-09
16,595,162,12,2,True,2023-12-16T15:00:00Z,1,1,17,90,0,0,0,1,0,0,0,0,0,0,0,9,0.0,0.0,0.0,0.0,1,0.00,0.22,0.22,0.37,44,14830,37590,16022,1192,Kerkez,Bournemouth,2,Defender,Bournemouth,Luton,2023-12-16
0,607,3,19,0,True,2023-08-12T14:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,0,8745,0,0,Radu,Bournemouth,1,Goalkeeper,Bournemouth,West Ham,2023-08-12
1,607,14,11,0,False,2023-08-19T14:00:00Z,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-908,9821,133,1041,Radu,Bournemouth,1,Goalkeeper,Bournemouth,Liverpool,2023-08-19
2,607,22,18,0,True,2023-08-26T11:30:00Z,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-634,9876,105,739,Radu,Bournemouth,1,Goalkeeper,Bournemouth,Spurs,2023-08-26
3,607,32,4,0,False,2023-09-02T14:00:00Z,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-538,9898,129,667,Radu,Bournemouth,1,Goalkeeper,Bournemouth,Brentford,2023-09-02
4,607,42,7,0,True,2023-09-17T13:00:00Z,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-452,9941,134,586,Radu,Bournemouth,1,Goalkeeper,Bournemouth,Chelsea,2023-09-17
5,607,53,5,0,False,2023-09-24T13:00:00Z,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-256,9792,82,338,Radu,Bournemouth,1,Goalkeeper,Bournemouth,Brighton,2023-09-24
6,607,62,1,0,True,2023-09-30T14:00:00Z,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-222,9612,120,342,Radu,Bournemouth,1,Goalkeeper,Bournemouth,Arsenal,2023-09-30
7,607,75,9,0,False,2023-10-07T14:00:00Z,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-143,9576,172,315,Radu,Bournemouth,1,Goalkeeper,Bournemouth,Everton,2023-10-07
8,607,82,20,0,True,2023-10-21T14:00:00Z,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-146,9527,120,266,Radu,Bournemouth,1,Goalkeeper,Bournemouth,Wolves,2023-10-21
9,607,93,6,3,True,2023-10-28T14:00:00Z,2,1,10,90,0,0,0,1,0,0,0,0,0,3,0,14,18.2,0.0,0.0,1.8,1,0.00,0.00,0.00,0.88,44,1758,11526,2095,337,Radu,Bournemouth,1,Goalkeeper,Bournemouth,Burnley,2023-10-28
10,607,106,13,-1,False,2023-11-04T15:00:00Z,6,1,11,90,0,0,0,6,0,0,0,0,0,2,0,17,14.8,0.0,0.0,1.5,1,0.00,0.00,0.00,1.88,44,-1230,10311,406,1636,Radu,Bournemouth,1,Goalkeeper,Bournemouth,Man City,2023-11-04
11,607,113,15,0,True,2023-11-11T17:30:00Z,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-242,10156,244,486,Radu,Bournemouth,1,Goalkeeper,Bournemouth,Newcastle,2023-11-11
12,607,129,17,0,False,2023-11-25T15:00:00Z,1,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-226,10054,183,409,Radu,Bournemouth,1,Goalkeeper,Bournemouth,Sheffield Utd,2023-11-25
13,607,132,2,0,True,2023-12-03T14:00:00Z,2,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-200,9872,104,304,Radu,Bournemouth,1,Goalkeeper,Bournemouth,Aston Villa,2023-12-03
14,607,143,8,0,False,2023-12-06T19:30:00Z,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-107,9787,131,238,Radu,Bournemouth,1,Goalkeeper,Bournemouth,Crystal Palace,2023-12-06
15,607,157,14,0,False,2023-12-09T15:00:00Z,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-65,9790,145,210,Radu,Bournemouth,1,Goalkeeper,Bournemouth,Man Utd,2023-12-09
16,607,162,12,0,True,2023-12-16T15:00:00Z,1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,92,10022,374,282,Radu,Bournemouth,1,Goalkeeper,Bournemouth,Luton,2023-12-16
0,643,3,19,2,True,2023-08-12T14:00:00Z,1,1,1,74,0,0,0,1,0,0,0,0,0,0,0,17,9.0,14.8,0.0,2.4,1,0.00,0.07,0.07,0.88,45,0,4501,0,0,Aarons,Bournemouth,2,Defender,Bournemouth,West Ham,2023-08-12
1,643,14,11,1,False,2023-08-19T14:00:00Z,3,1,2,90,0,0,0,3,0,0,0,0,0,0,0,15,22.6,5.3,2.0,3.0,1,0.02,0.02,0.04,3.08,45,3511,13959,4519,1008,Aarons,Bournemouth,2,Defender,Bournemouth,Liverpool,2023-08-19
2,643,22,18,1,True,2023-08-26T11:30:00Z,0,2,3,90,0,0,0,2,0,0,0,0,0,0,0,14,16.0,19.0,0.0,3.5,1,0.00,0.07,0.07,2.06,45,932,16088,2684,1752,Aarons,Bournemouth,2,Defender,Bournemouth,Spurs,2023-08-26
3,643,32,4,0,False,2023-09-02T14:00:00Z,2,2,4,90,0,0,0,2,0,0,0,1,0,0,0,8,18.4,1.1,0.0,2.0,1,0.00,0.01,0.01,3.29,45,274,17313,2133,1859,Aarons,Bournemouth,2,Defender,Bournemouth,Brentford,2023-09-02
4,643,42,7,6,True,2023-09-17T13:00:00Z,0,0,5,90,0,0,1,0,0,0,0,0,0,0,0,26,15.8,15.9,4.0,3.6,1,0.00,0.05,0.05,1.71,45,-1217,16821,1116,2333,Aarons,Bournemouth,2,Defender,Bournemouth,Chelsea,2023-09-17
5,643,53,5,1,False,2023-09-24T13:00:00Z,3,1,6,90,0,0,0,3,0,0,0,0,0,0,0,7,12.0,0.8,2.0,1.5,1,0.00,0.01,0.01,1.87,45,1164,18673,2151,987,Aarons,Bournemouth,2,Defender,Bournemouth,Brighton,2023-09-24
6,643,62,1,0,True,2023-09-30T14:00:00Z,0,4,7,90,0,0,0,4,0,0,0,0,0,0,0,5,0.0,13.3,6.0,1.8,1,0.00,0.13,0.13,3.47,45,628,19572,1925,1297,Aarons,Bournemouth,2,Defender,Bournemouth,Arsenal,2023-09-30
7,643,75,9,1,False,2023-10-07T14:00:00Z,3,0,8,4,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.0,0.0,0.0,0,0.00,0.00,0.00,0.17,45,3201,23581,6083,2882,Aarons,Bournemouth,2,Defender,Bournemouth,Everton,2023-10-07
8,643,82,20,1,True,2023-10-21T14:00:00Z,1,2,9,90,0,0,0,2,0,0,0,0,0,0,0,7,9.2,1.7,0.0,1.1,1,0.00,0.01,0.01,2.06,45,116,23804,2542,2426,Aarons,Bournemouth,2,Defender,Bournemouth,Wolves,2023-10-21
9,643,93,6,2,True,2023-10-28T14:00:00Z,2,1,10,84,0,0,0,1,0,0,0,0,0,0,0,11,11.4,0.7,2.0,1.4,1,0.00,0.01,0.01,0.28,45,552,24669,2934,2382,Aarons,Bournemouth,2,Defender,Bournemouth,Burnley,2023-10-28
10,643,106,13,2,False,2023-11-04T15:00:00Z,6,1,11,90,0,1,0,6,0,0,0,0,0,0,0,24,26.4,21.3,4.0,5.2,1,0.00,0.36,0.36,1.88,45,-2940,21735,575,3515,Aarons,Bournemouth,2,Defender,Bournemouth,Man City,2023-11-04
11,643,113,15,6,True,2023-11-11T17:30:00Z,2,0,12,67,0,0,1,0,0,0,0,0,0,0,0,24,8.4,1.1,0.0,1.0,1,0.00,0.01,0.01,0.30,45,-333,21670,814,1147,Aarons,Bournemouth,2,Defender,Bournemouth,Newcastle,2023-11-11
12,643,129,17,0,False,2023-11-25T15:00:00Z,1,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-2126,19520,638,2764,Aarons,Bournemouth,2,Defender,Bournemouth,Sheffield Utd,2023-11-25
13,643,132,2,0,True,2023-12-03T14:00:00Z,2,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-1939,17652,82,2021,Aarons,Bournemouth,2,Defender,Bournemouth,Aston Villa,2023-12-03
14,643,143,8,0,False,2023-12-06T19:30:00Z,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-1001,16705,49,1050,Aarons,Bournemouth,2,Defender,Bournemouth,Crystal Palace,2023-12-06
15,643,157,14,0,False,2023-12-09T15:00:00Z,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-781,15938,43,824,Aarons,Bournemouth,2,Defender,Bournemouth,Man Utd,2023-12-09
16,643,162,12,0,True,2023-12-16T15:00:00Z,1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-762,15143,40,802,Aarons,Bournemouth,2,Defender,Bournemouth,Luton,2023-12-16
0,644,3,19,0,True,2023-08-12T14:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,0,1062,0,0,Scott,Bournemouth,3,Midfielder,Bournemouth,West Ham,2023-08-12
1,644,14,11,0,False,2023-08-19T14:00:00Z,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-148,1078,254,402,Scott,Bournemouth,3,Midfielder,Bournemouth,Liverpool,2023-08-19
2,644,22,18,0,True,2023-08-26T11:30:00Z,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-216,890,57,273,Scott,Bournemouth,3,Midfielder,Bournemouth,Spurs,2023-08-26
3,644,32,4,0,False,2023-09-02T14:00:00Z,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-121,782,45,166,Scott,Bournemouth,3,Midfielder,Bournemouth,Brentford,2023-09-02
4,644,42,7,0,True,2023-09-17T13:00:00Z,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-111,687,44,155,Scott,Bournemouth,3,Midfielder,Bournemouth,Chelsea,2023-09-17
5,644,53,5,0,False,2023-09-24T13:00:00Z,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-44,653,21,65,Scott,Bournemouth,3,Midfielder,Bournemouth,Brighton,2023-09-24
6,644,62,1,0,True,2023-09-30T14:00:00Z,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-28,629,22,50,Scott,Bournemouth,3,Midfielder,Bournemouth,Arsenal,2023-09-30
7,644,75,9,0,False,2023-10-07T14:00:00Z,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-8,627,37,45,Scott,Bournemouth,3,Midfielder,Bournemouth,Everton,2023-10-07
8,644,82,20,0,True,2023-10-21T14:00:00Z,1,2,9,56,0,0,0,1,0,0,0,1,0,0,0,1,0.0,0.8,0.0,0.0,1,0.00,0.01,0.01,0.74,49,24,659,68,44,Scott,Bournemouth,3,Midfielder,Bournemouth,Wolves,2023-10-21
9,644,93,6,2,True,2023-10-28T14:00:00Z,2,1,10,90,0,0,0,1,0,0,0,0,0,0,0,16,8.0,16.4,5.0,2.9,1,0.03,0.07,0.10,0.88,49,130,818,185,55,Scott,Bournemouth,3,Midfielder,Bournemouth,Burnley,2023-10-28
10,644,106,13,1,False,2023-11-04T15:00:00Z,6,1,11,43,0,0,0,3,0,0,0,0,0,0,0,4,8.4,0.6,5.0,1.4,1,0.04,0.01,0.05,0.73,49,207,1051,263,56,Scott,Bournemouth,3,Midfielder,Bournemouth,Man City,2023-11-04
11,644,113,15,0,True,2023-11-11T17:30:00Z,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-130,903,37,167,Scott,Bournemouth,3,Midfielder,Bournemouth,Newcastle,2023-11-11
12,644,129,17,0,False,2023-11-25T15:00:00Z,1,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-131,777,12,143,Scott,Bournemouth,3,Midfielder,Bournemouth,Sheffield Utd,2023-11-25
13,644,132,2,0,True,2023-12-03T14:00:00Z,2,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-39,754,24,63,Scott,Bournemouth,3,Midfielder,Bournemouth,Aston Villa,2023-12-03
14,644,143,8,0,False,2023-12-06T19:30:00Z,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-26,728,14,40,Scott,Bournemouth,3,Midfielder,Bournemouth,Crystal Palace,2023-12-06
15,644,157,14,0,False,2023-12-09T15:00:00Z,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-28,701,13,41,Scott,Bournemouth,3,Midfielder,Bournemouth,Man Utd,2023-12-09
16,644,162,12,0,True,2023-12-16T15:00:00Z,1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-29,672,11,40,Scott,Bournemouth,3,Midfielder,Bournemouth,Luton,2023-12-16
0,705,42,7,1,True,2023-09-17T13:00:00Z,0,0,5,17,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.3,4.0,0.4,0,0.00,0.00,0.00,0.50,55,177,390,226,49,Sinisterra,Bournemouth,3,Midfielder,Bournemouth,Chelsea,2023-09-17
1,705,53,5,0,False,2023-09-24T13:00:00Z,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,55,63,609,161,98,Sinisterra,Bournemouth,3,Midfielder,Bournemouth,Brighton,2023-09-24
2,705,62,1,1,True,2023-09-30T14:00:00Z,0,4,7,31,0,0,0,1,0,0,0,0,0,0,0,5,10.0,12.0,4.0,2.6,0,0.00,0.06,0.06,0.75,55,37,865,146,109,Sinisterra,Bournemouth,3,Midfielder,Bournemouth,Arsenal,2023-09-30
3,705,75,9,1,False,2023-10-07T14:00:00Z,3,0,8,33,0,0,0,1,0,0,0,0,0,0,0,6,9.6,22.4,6.0,3.8,0,0.00,0.25,0.25,1.69,55,191,1316,433,242,Sinisterra,Bournemouth,3,Midfielder,Bournemouth,Everton,2023-10-07
4,705,82,20,0,True,2023-10-21T14:00:00Z,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,55,-46,1451,169,215,Sinisterra,Bournemouth,3,Midfielder,Bournemouth,Wolves,2023-10-21
5,705,93,6,0,True,2023-10-28T14:00:00Z,2,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,55,-111,1429,114,225,Sinisterra,Bournemouth,3,Midfielder,Bournemouth,Burnley,2023-10-28
6,705,106,13,6,False,2023-11-04T15:00:00Z,6,1,11,18,1,0,0,2,0,0,0,0,0,0,0,22,34.4,0.2,17.0,5.2,0,0.28,0.00,0.28,0.79,55,-129,1418,69,198,Sinisterra,Bournemouth,3,Midfielder,Bournemouth,Man City,2023-11-04
7,705,113,15,1,True,2023-11-11T17:30:00Z,2,0,12,22,0,0,0,0,0,0,0,0,0,0,0,-2,4.4,11.1,37.0,5.3,0,0.62,0.01,0.63,0.21,55,113,1695,198,85,Sinisterra,Bournemouth,3,Midfielder,Bournemouth,Newcastle,2023-11-11
8,705,129,17,1,False,2023-11-25T15:00:00Z,1,3,13,24,0,0,0,1,0,0,0,0,0,0,0,1,2.6,1.3,22.0,2.6,0,0.23,0.00,0.23,0.41,55,406,2346,553,147,Sinisterra,Bournemouth,3,Midfielder,Bournemouth,Sheffield Utd,2023-11-25
9,705,132,2,1,True,2023-12-03T14:00:00Z,2,2,14,19,0,0,0,1,0,0,0,0,0,0,0,4,3.8,1.3,4.0,0.9,0,0.00,0.06,0.06,0.11,55,-109,2287,135,244,Sinisterra,Bournemouth,3,Midfielder,Bournemouth,Aston Villa,2023-12-03
10,705,143,8,6,False,2023-12-06T19:30:00Z,0,2,15,78,0,1,1,0,0,0,0,0,0,0,0,18,19.8,26.5,26.0,7.2,1,0.30,0.01,0.31,0.69,55,-5,2360,169,174,Sinisterra,Bournemouth,3,Midfielder,Bournemouth,Crystal Palace,2023-12-06
11,705,157,14,1,False,2023-12-09T15:00:00Z,0,3,16,18,0,0,0,0,0,0,0,0,0,0,0,4,3.4,2.5,2.0,0.8,0,0.00,0.09,0.09,0.07,55,378,2879,578,200,Sinisterra,Bournemouth,3,Midfielder,Bournemouth,Man Utd,2023-12-09
12,705,162,12,0,True,2023-12-16T15:00:00Z,1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,55,804,3914,1404,600,Sinisterra,Bournemouth,3,Midfielder,Bournemouth,Luton,2023-12-16
0,90,8,18,1,True,2023-08-13T13:00:00Z,2,2,1,83,0,0,0,2,0,0,0,0,0,0,0,7,14.2,1.0,2.0,1.7,1,0.00,0.01,0.01,1.14,45,0,22045,0,0,Ajer,Brentford,2,Defender,Brentford,Spurs,2023-08-13
1,90,13,10,4,False,2023-08-19T14:00:00Z,0,3,2,1,0,1,0,0,0,0,0,0,0,0,0,15,17.4,10.4,7.0,3.5,0,0.15,0.55,0.70,0.02,45,1905,29542,4182,2277,Ajer,Brentford,2,Defender,Brentford,Fulham,2023-08-19
2,90,23,8,0,True,2023-08-26T14:00:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,792,32357,3444,2652,Ajer,Brentford,2,Defender,Brentford,Crystal Palace,2023-08-26
3,90,32,3,1,True,2023-09-02T14:00:00Z,2,2,4,9,0,0,0,0,0,0,0,0,0,0,0,3,4.0,1.1,39.0,4.4,0,0.21,0.09,0.30,0.00,45,-2144,30985,1360,3504,Ajer,Brentford,2,Defender,Brentford,Bournemouth,2023-09-02
4,90,46,15,0,False,2023-09-16T16:30:00Z,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-1969,29962,955,2924,Ajer,Brentford,2,Defender,Brentford,Newcastle,2023-09-16
5,90,52,9,0,True,2023-09-23T16:30:00Z,1,3,6,29,0,0,0,2,0,0,0,0,0,0,0,10,4.0,1.0,6.0,1.1,0,0.05,0.67,0.72,0.94,45,-2277,27900,979,3256,Ajer,Brentford,2,Defender,Brentford,Everton,2023-09-23
6,90,67,16,2,False,2023-10-01T13:00:00Z,1,1,7,88,0,0,0,1,0,0,0,0,0,0,0,10,8.0,2.1,17.0,2.7,1,0.07,0.19,0.26,0.22,45,-1022,27278,1034,2056,Ajer,Brentford,2,Defender,Brentford,Nott'm Forest,2023-10-01
7,90,78,14,1,False,2023-10-07T14:00:00Z,2,1,8,90,0,0,0,2,0,0,0,0,0,0,0,15,17.2,11.0,6.0,3.4,1,0.00,0.06,0.06,1.43,45,-610,26903,942,1552,Ajer,Brentford,2,Defender,Brentford,Man Utd,2023-10-07
8,90,83,6,5,True,2023-10-21T14:00:00Z,3,0,9,75,0,0,1,0,0,0,0,1,0,0,0,19,9.8,16.3,17.0,4.3,1,0.18,0.11,0.29,1.14,45,6027,34175,7599,1572,Ajer,Brentford,2,Defender,Brentford,Burnley,2023-10-21
9,90,95,7,7,False,2023-10-28T11:30:00Z,0,2,10,90,0,0,1,0,0,0,0,0,0,0,1,27,19.4,23.8,2.0,4.5,1,0.00,0.13,0.13,2.03,45,-2376,31527,1692,4068,Ajer,Brentford,2,Defender,Brentford,Chelsea,2023-10-28
10,90,101,19,0,True,2023-11-04T15:00:00Z,3,2,11,78,0,0,0,2,0,0,0,1,0,0,0,5,5.2,5.8,0.0,1.1,1,0.00,0.01,0.01,1.86,45,4390,36940,6191,1801,Ajer,Brentford,2,Defender,Brentford,West Ham,2023-11-04
11,90,117,11,0,False,2023-11-12T14:00:00Z,3,0,12,90,0,0,0,3,0,0,0,1,0,0,0,3,14.0,21.3,6.0,4.1,1,0.00,0.03,0.03,1.53,45,-946,35860,2372,3318,Ajer,Brentford,2,Defender,Brentford,Liverpool,2023-11-12
12,90,121,1,1,True,2023-11-25T17:30:00Z,0,1,13,90,0,0,0,1,0,0,0,1,0,0,0,3,9.6,0.6,5.0,1.5,1,0.08,0.00,0.08,1.52,45,75,36277,1897,1822,Ajer,Brentford,2,Defender,Brentford,Arsenal,2023-11-25
13,90,133,12,0,True,2023-12-02T15:00:00Z,3,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,8161,45527,9515,1354,Ajer,Brentford,2,Defender,Brentford,Luton,2023-12-02
14,90,142,5,0,False,2023-12-06T19:30:00Z,2,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-7241,37747,88,7329,Ajer,Brentford,2,Defender,Brentford,Brighton,2023-12-06
15,90,158,17,0,False,2023-12-09T15:00:00Z,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-6036,31738,23,6059,Ajer,Brentford,2,Defender,Brentford,Sheffield Utd,2023-12-09
16,90,163,2,0,True,2023-12-17T14:00:00Z,1,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-3776,27934,26,3802,Ajer,Brentford,2,Defender,Brentford,Aston Villa,2023-12-17
0,92,8,18,1,True,2023-08-13T13:00:00Z,2,2,1,18,0,0,0,0,0,0,0,0,0,0,0,3,2.2,0.0,0.0,0.2,0,0.00,0.01,0.01,0.24,45,0,286486,0,0,Baptiste,Brentford,3,Midfielder,Brentford,Spurs,2023-08-13
