,element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out,name,team,element_type,position
0,1,1,7,0,False,2022-08-05T19:00:00Z,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00000,0.00000,0.00000,0.00000,45,0,23970,0,0,Cédric,,2,Defender
1,1,11,10,0,True,2022-08-13T14:00:00Z,4.0,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00000,0.00000,0.00000,0.00000,44,-5169,24193,1361,6530,Cédric,,2,Defender
2,1,21,3,0,False,2022-08-20T16:30:00Z,0.0,3.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00000,0.00000,0.00000,0.00000,44,-4337,20960,879,5216,Cédric,,2,Defender
3,1,31,9,0,True,2022-08-27T16:30:00Z,2.0,1.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00000,0.00000,0.00000,0.00000,43,-2988,18825,577,3565,Cédric,,2,Defender
4,1,41,2,0,True,2022-08-31T18:30:00Z,2.0,1.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00000,0.00000,0.00000,0.00000,43,-1611,17790,405,2016,Cédric,,2,Defender
5,1,56,14,0,False,2022-09-04T15:30:00Z,3.0,1.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00000,0.00000,0.00000,0.00000,42,-1207,17133,516,1723,Cédric,,2,Defender
6,1,72,4,0,False,2022-09-18T11:00:00Z,0.0,3.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00000,0.00000,0.00000,0.00000,42,-445,16837,114,559,Cédric,,2,Defender
7,1,81,18,0,True,2022-10-01T11:30:00Z,3.0,1.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00000,0.00000,0.00000,0.00000,42,-1572,15362,64,1636,Cédric,,2,Defender
8,1,91,12,0,True,2022-10-09T15:30:00Z,3.0,2.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00000,0.00000,0.00000,0.00000,42,-828,14630,148,976,Cédric,,2,Defender
9,1,104,11,0,False,2022-10-16T13:00:00Z,0.0,1.0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00000,0.00000,0.00000,0.00000,42,-229,14586,227,456,Cédric,,2,Defender
10,1,127,17,0,False,2022-10-23T13:00:00Z,1.0,1.0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00000,0.00000,0.00000,0.00000,42,-94,14516,166,260,Cédric,,2,Defender
11,1,131,16,1,True,2022-10-30T14:00:00Z,5.0,0.0,14,27,0,0,0,0,0,0,0,0,0,0,0,2,2.4,1.6,0.0,0.4,0,0.00000,0.00979,0.00979,0.04350,42,-247,14398,137,384,Cédric,,2,Defender
12,1,142,6,0,False,2022-11-06T12:00:00Z,0.0,1.0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00000,0.00000,0.00000,0.00000,42,-161,14350,156,317,Cédric,,2,Defender
13,1,160,20,1,False,2022-11-12T19:45:00Z,0.0,2.0,16,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0.00000,0.00000,0.00000,0.00000,42,-168,14299,171,339,Cédric,,2,Defender
14,1,161,19,0,True,2022-12-26T20:00:00Z,3.0,1.0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00000,0.00000,0.00000,0.00000,42,40,14551,663,623,Cédric,,2,Defender
15,1,172,5,0,False,2022-12-31T17:30:00Z,2.0,4.0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00000,0.00000,0.00000,0.00000,42,-107,14533,113,220,Cédric,,2,Defender
16,1,181,15,0,True,2023-01-03T19:45:00Z,0.0,0.0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00000,0.00000,0.00000,0.00000,42,-128,14456,70,198,Cédric,,2,Defender
0,3,1,7,2,False,2022-08-05T19:00:00Z,0.0,2.0,1,90,0,0,1,0,0,0,0,1,0,0,0,12,16.6,15.0,2.0,3.4,1,0.00000,0.06325,0.06325,1.21190,50,0,48303,0,0,Xhaka,,3,Midfielder
1,3,11,10,12,True,2022-08-13T14:00:00Z,4.0,2.0,2,90,1,1,0,2,0,0,0,0,0,0,2,35,54.8,25.5,28.0,10.8,1,0.38380,0.10245,0.48625,0.46000,50,-629,65418,9001,9630,Xhaka,,3,Midfielder
2,3,21,3,6,False,2022-08-20T16:30:00Z,0.0,3.0,3,87,0,1,1,0,0,0,0,0,0,0,0,25,25.8,34.0,6.0,6.6,1,0.00000,0.11471,0.11471,0.25790,50,112040,216726,137326,25286,Xhaka,,3,Midfielder
3,3,31,9,2,True,2022-08-27T16:30:00Z,2.0,1.0,4,90,0,0,0,1,0,0,0,0,0,0,0,9,8.2,25.0,12.0,4.5,1,0.09320,0.06754,0.16074,0.83280,50,42760,267951,77459,34699,Xhaka,,3,Midfielder
4,3,41,2,2,True,2022-08-31T18:30:00Z,2.0,1.0,5,90,0,0,0,1,0,0,0,0,0,0,0,14,12.6,25.0,8.0,4.6,1,0.00000,0.03714,0.03714,0.45140,50,10781,288460,49435,38654,Xhaka,,3,Midfielder
5,3,56,14,2,False,2022-09-04T15:30:00Z,3.0,1.0,6,90,0,0,0,3,0,0,0,0,0,0,0,18,15.2,14.9,46.0,7.6,1,0.16120,0.12735,0.28855,1.55190,50,8776,308627,50721,41945,Xhaka,,3,Midfielder
6,3,72,4,5,False,2022-09-18T11:00:00Z,0.0,3.0,8,90,0,1,1,0,0,0,0,1,0,0,0,24,25.0,36.2,3.0,6.4,1,0.04070,0.25405,0.29475,0.53270,50,-3612,302039,11300,14912,Xhaka,,3,Midfielder
7,3,81,18,9,True,2022-10-01T11:30:00Z,3.0,1.0,9,90,1,0,0,1,0,0,0,0,0,0,2,29,36.2,20.2,31.0,8.7,1,0.33240,0.16707,0.49947,1.57420,51,7375,317511,32640,25265,Xhaka,,3,Midfielder
8,3,91,12,2,True,2022-10-09T15:30:00Z,3.0,2.0,10,90,0,0,0,2,0,0,0,0,0,0,0,8,16.6,7.3,18.0,4.2,1,0.07590,0.24844,0.32434,1.12980,51,63525,390185,83754,20229,Xhaka,,3,Midfielder
9,3,104,11,3,False,2022-10-16T13:00:00Z,0.0,1.0,11,90,0,0,1,0,0,0,0,0,0,0,0,15,8.6,2.8,2.0,1.3,1,0.00000,0.02411,0.02411,1.85510,51,-8549,381694,26252,34801,Xhaka,,3,Midfielder
10,3,127,17,10,False,2022-10-23T13:00:00Z,1.0,1.0,13,90,1,0,0,1,0,0,0,0,0,0,3,34,49.0,41.6,34.0,12.5,1,0.29310,0.05841,0.35151,0.67380,51,16549,368620,34061,17512,Xhaka,,3,Midfielder
11,3,131,16,3,True,2022-10-30T14:00:00Z,5.0,0.0,14,74,0,0,1,0,0,0,0,0,0,0,0,11,2.8,26.2,16.0,4.5,1,0.03820,0.18761,0.22581,0.38790,51,63626,438068,77987,14361,Xhaka,,3,Midfielder
12,3,142,6,3,False,2022-11-06T12:00:00Z,0.0,1.0,15,90,0,0,1,0,0,0,0,0,0,0,0,16,20.4,4.6,22.0,4.7,1,0.07150,0.02902,0.10052,0.29150,51,-9632,429403,28099,37731,Xhaka,,3,Midfielder
13,3,160,20,1,False,2022-11-12T19:45:00Z,0.0,2.0,16,15,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.2,0.0,0.0,1,0.00000,0.00245,0.00245,0.00000,51,-11525,420636,23835,35360,Xhaka,,3,Midfielder
14,3,161,19,5,True,2022-12-26T20:00:00Z,3.0,1.0,17,90,0,1,0,1,0,0,0,0,0,0,0,22,31.8,31.9,23.0,8.7,1,0.07150,0.07691,0.14841,1.06940,51,-28511,396383,88192,116703,Xhaka,,3,Midfielder
15,3,172,5,2,False,2022-12-31T17:30:00Z,2.0,4.0,18,90,0,0,0,2,0,0,0,0,0,0,0,11,14.8,12.5,0.0,2.7,1,0.00000,0.09274,0.09274,1.14510,51,-1692,396368,15387,17079,Xhaka,,3,Midfielder
16,3,181,15,2,True,2023-01-03T19:45:00Z,0.0,0.0,19,90,0,0,1,0,0,0,0,1,0,0,0,8,8.2,38.3,35.0,8.2,1,0.30910,0.15791,0.46701,1.08010,51,-24944,371502,6461,31405,Xhaka,,3,Midfielder
0,4,1,7,0,False,2022-08-05T19:00:00Z,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00000,0.00000,0.00000,0.00000,45,0,86132,0,0,Elneny,,3,Midfielder
1,4,11,10,0,True,2022-08-13T14:00:00Z,4.0,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00000,0.00000,0.00000,0.00000,45,-12599,87552,5829,18428,Elneny,,3,Midfielder
2,4,21,3,0,False,2022-08-20T16:30:00Z,0.0,3.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00000,0.00000,0.00000,0.00000,44,21882,131934,57920,36038,Elneny,,3,Midfielder
3,4,31,9,2,True,2022-08-27T16:30:00Z,2.0,1.0,4,90,0,0,0,1,0,0,0,0,0,0,0,15,4.2,3.8,0.0,0.8,1,0.00000,0.04150,0.04150,0.83280,44,-18950,115883,14683,33633,Elneny,,3,Midfielder
4,4,41,2,0,True,2022-08-31T18:30:00Z,2.0,1.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00000,0.00000,0.00000,0.00000,44,-9174,110818,10920,20094,Elneny,,3,Midfielder
5,4,56,14,0,False,2022-09-04T15:30:00Z,3.0,1.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00000,0.00000,0.00000,0.00000,44,-25515,85016,941,26456,Elneny,,3,Midfielder
6,4,72,4,0,False,2022-09-18T11:00:00Z,0.0,3.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00000,0.00000,0.00000,0.00000,43,-6095,81657,1257,7352,Elneny,,3,Midfielder
7,4,81,18,0,True,2022-10-01T11:30:00Z,3.0,1.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00000,0.00000,0.00000,0.00000,43,-5443,77553,2120,7563,Elneny,,3,Midfielder
8,4,91,12,0,True,2022-10-09T15:30:00Z,3.0,2.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00000,0.00000,0.00000,0.00000,43,-6254,71360,917,7171,Elneny,,3,Midfielder
9,4,104,11,0,False,2022-10-16T13:00:00Z,0.0,1.0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00000,0.00000,0.00000,0.00000,43,-5619,65729,301,5920,Elneny,,3,Midfielder
10,4,127,17,0,False,2022-10-23T13:00:00Z,1.0,1.0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00000,0.00000,0.00000,0.00000,43,-2121,60967,211,2332,Elneny,,3,Midfielder
11,4,131,16,0,True,2022-10-30T14:00:00Z,5.0,0.0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00000,0.00000,0.00000,0.00000,42,2891,64887,6735,3844,Elneny,,3,Midfielder
12,4,142,6,1,False,2022-11-06T12:00:00Z,0.0,1.0,15,3,0,0,0,0,0,0,0,0,0,0,0,3,0.0,1.5,0.0,0.2,0,0.00000,0.00281,0.00281,0.00000,42,5537,71884,11507,5970,Elneny,,3,Midfielder
13,4,160,20,1,False,2022-11-12T19:45:00Z,0.0,2.0,16,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0.00000,0.00000,0.00000,0.00000,42,5975,78891,12847,6872,Elneny,,3,Midfielder
14,4,161,19,1,True,2022-12-26T20:00:00Z,3.0,1.0,17,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0.00000,0.00000,0.00000,0.00000,42,10525,90846,32941,22416,Elneny,,3,Midfielder
15,4,172,5,1,False,2022-12-31T17:30:00Z,2.0,4.0,18,16,0,0,0,1,0,0,0,0,0,0,0,3,0.4,0.1,0.0,0.1,0,0.00000,0.00074,0.00074,0.46210,42,2880,94836,8124,5244,Elneny,,3,Midfielder
16,4,181,15,0,True,2023-01-03T19:45:00Z,0.0,0.0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00000,0.00000,0.00000,0.00000,42,-3592,91604,2863,6455,Elneny,,3,Midfielder
0,5,1,7,0,False,2022-08-05T19:00:00Z,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00000,0.00000,0.00000,0.00000,45,0,14331,0,0,Holding,,2,Defender
1,5,11,10,0,True,2022-08-13T14:00:00Z,4.0,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00000,0.00000,0.00000,0.00000,44,-2978,14520,631,3609,Holding,,2,Defender
2,5,21,3,0,False,2022-08-20T16:30:00Z,0.0,3.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00000,0.00000,0.00000,0.00000,44,-2174,13295,683,2857,Holding,,2,Defender
3,5,31,9,1,True,2022-08-27T16:30:00Z,2.0,1.0,4,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0.00000,0.00000,0.00000,0.00000,43,-1795,12198,363,2158,Holding,,2,Defender
4,5,41,2,1,True,2022-08-31T18:30:00Z,2.0,1.0,5,2,0,0,0,0,0,0,0,0,0,0,0,5,2.2,0.0,0.0,0.2,0,0.00000,0.00000,0.00000,0.00000,43,-648,12085,461,1109,Holding,,2,Defender
5,5,56,14,0,False,2022-09-04T15:30:00Z,3.0,1.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00000,0.00000,0.00000,0.00000,43,-473,12112,556,1029,Holding,,2,Defender
6,5,72,4,0,False,2022-09-18T11:00:00Z,0.0,3.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00000,0.00000,0.00000,0.00000,43,-189,12232,114,303,Holding,,2,Defender
7,5,81,18,0,True,2022-10-01T11:30:00Z,3.0,1.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00000,0.00000,0.00000,0.00000,42,-190,12343,382,572,Holding,,2,Defender
8,5,91,12,0,True,2022-10-09T15:30:00Z,3.0,2.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00000,0.00000,0.00000,0.00000,42,-51,12562,640,691,Holding,,2,Defender
9,5,104,11,1,False,2022-10-16T13:00:00Z,0.0,1.0,11,8,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.1,0.0,0.0,0,0.00000,0.00022,0.00022,0.13740,42,-327,12405,329,656,Holding,,2,Defender
10,5,127,17,0,False,2022-10-23T13:00:00Z,1.0,1.0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00000,0.00000,0.00000,0.00000,42,-47,12380,260,307,Holding,,2,Defender
11,5,131,16,0,True,2022-10-30T14:00:00Z,5.0,0.0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00000,0.00000,0.00000,0.00000,42,-263,12264,199,462,Holding,,2,Defender
12,5,142,6,1,False,2022-11-06T12:00:00Z,0.0,1.0,15,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0.00000,0.00000,0.00000,0.00000,42,-247,12120,145,392,Holding,,2,Defender
13,5,160,20,0,False,2022-11-12T19:45:00Z,0.0,2.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00000,0.00000,0.00000,0.00000,42,-108,12141,223,331,Holding,,2,Defender
14,5,161,19,0,True,2022-12-26T20:00:00Z,3.0,1.0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00000,0.00000,0.00000,0.00000,42,11,12351,774,763,Holding,,2,Defender
15,5,172,5,1,False,2022-12-31T17:30:00Z,2.0,4.0,18,3,0,0,0,0,0,0,0,0,0,0,0,3,1.0,0.0,0.0,0.1,0,0.00000,0.00000,0.00000,0.14050,42,-146,12284,115,261,Holding,,2,Defender
16,5,181,15,0,True,2023-01-03T19:45:00Z,0.0,0.0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00000,0.00000,0.00000,0.00000,42,-137,12199,64,201,Holding,,2,Defender
0,6,1,7,3,False,2022-08-05T19:00:00Z,0.0,2.0,1,90,0,0,1,0,0,0,0,0,0,0,0,17,22.6,12.9,10.0,4.6,1,0.09570,0.01650,0.11220,1.21190,50,0,39617,0,0,Partey,,3,Midfielder
1,6,11,10,2,True,2022-08-13T14:00:00Z,4.0,2.0,2,90,0,0,0,2,0,0,0,0,0,0,0,9,5.4,4.8,39.0,4.9,1,0.38520,0.01520,0.40040,0.46000,50,4047,61511,12745,8698,Partey,,3,Midfielder
2,6,21,3,3,False,2022-08-20T16:30:00Z,0.0,3.0,3,90,0,0,1,0,0,0,0,0,0,0,0,13,13.2,3.8,0.0,1.7,1,0.00000,0.02286,0.02286,0.28090,50,-5523,61170,8704,14227,Partey,,3,Midfielder
3,6,31,9,0,True,2022-08-27T16:30:00Z,2.0,1.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00000,0.00000,0.00000,0.00000,50,-8910,54948,3409,12319,Partey,,3,Midfielder
4,6,41,2,0,True,2022-08-31T18:30:00Z,2.0,1.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00000,0.00000,0.00000,0.00000,49,-15298,40160,407,15705,Partey,,3,Midfielder
5,6,56,14,0,False,2022-09-04T15:30:00Z,3.0,1.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00000,0.00000,0.00000,0.00000,49,-9978,30613,131,10109,Partey,,3,Midfielder
6,6,72,4,3,False,2022-09-18T11:00:00Z,0.0,3.0,8,77,0,0,1,0,0,0,0,0,0,0,0,13,10.2,6.9,0.0,1.7,1,0.00000,0.03697,0.03697,0.49160,48,-900,26315,54,954,Partey,,3,Midfielder
7,6,81,18,10,True,2022-10-01T11:30:00Z,3.0,1.0,9,72,1,0,0,1,0,0,0,0,0,0,3,39,53.6,46.4,15.0,11.5,1,0.06330,0.07179,0.13509,1.55950,48,-333,26537,1078,1411,Partey,,3,Midfielder
8,6,91,12,2,True,2022-10-09T15:30:00Z,3.0,2.0,10,90,0,0,0,2,0,0,0,0,0,0,0,17,21.2,13.6,0.0,3.5,1,0.00000,0.05031,0.05031,1.12980,48,15410,45510,17732,2322,Partey,,3,Midfielder
9,6,104,11,3,False,2022-10-16T13:00:00Z,0.0,1.0,11,90,0,0,1,0,0,0,0,0,0,0,0,15,10.0,1.0,0.0,1.1,1,0.00000,0.00430,0.00430,1.85510,48,3125,49227,7934,4809,Partey,,3,Midfielder
10,6,127,17,2,False,2022-10-23T13:00:00Z,1.0,1.0,13,90,0,0,0,1,0,0,0,0,0,0,0,14,14.4,14.5,2.0,3.1,1,0.00000,0.07253,0.07253,0.67380,48,4234,53204,6924,2690,Partey,,3,Midfielder
11,6,131,16,9,True,2022-10-30T14:00:00Z,5.0,0.0,14,90,1,0,1,0,0,0,0,0,0,0,1,31,45.8,21.6,34.0,10.1,1,0.16160,0.23350,0.39510,0.43140,48,-1545,52188,3316,4861,Partey,,3,Midfielder
12,6,142,6,3,False,2022-11-06T12:00:00Z,0.0,1.0,15,90,0,0,1,0,0,0,0,0,0,0,0,14,12.2,2.6,11.0,2.6,1,0.34340,0.01889,0.36229,0.29150,48,2336,55765,5751,3415,Partey,,3,Midfielder
13,6,160,20,2,False,2022-11-12T19:45:00Z,0.0,2.0,16,90,0,0,1,0,0,0,0,1,0,0,0,9,12.4,13.2,0.0,2.6,1,0.00000,0.02288,0.02288,0.67930,48,1138,57762,4810,3672,Partey,,3,Midfielder
14,6,161,19,2,True,2022-12-26T20:00:00Z,3.0,1.0,17,90,0,0,0,1,0,0,0,0,0,0,0,14,8.2,6.6,3.0,1.8,1,0.04970,0.08360,0.13330,1.06940,48,821,59947,11486,10665,Partey,,3,Midfielder
15,6,172,5,1,False,2022-12-31T17:30:00Z,2.0,4.0,18,73,0,0,0,1,0,0,0,1,0,0,0,7,8.2,20.7,18.0,4.7,1,0.16150,0.02229,0.18379,0.68310,48,-1288,59144,2149,3437,Partey,,3,Midfielder
16,6,181,15,3,True,2023-01-03T19:45:00Z,0.0,0.0,19,90,0,0,1,0,0,0,0,0,0,0,0,12,20.4,17.7,16.0,5.4,1,0.07150,0.03391,0.10541,1.08010,48,-2431,56940,1251,3682,Partey,,3,Midfielder
0,7,1,7,3,False,2022-08-05T19:00:00Z,0.0,2.0,1,90,0,0,1,0,0,0,0,0,0,0,0,9,3.4,8.3,23.0,3.5,1,0.08930,0.05632,0.14562,1.21190,65,0,1133257,0,0,Ødegaard,,3,Midfielder
1,7,11,10,2,True,2022-08-13T14:00:00Z,4.0,2.0,2,90,0,0,0,2,0,0,0,0,0,0,0,19,7.6,15.3,12.0,3.5,1,0.02930,0.06895,0.09825,0.46000,65,-78957,1175045,58220,137177,Ødegaard,,3,Midfielder
2,7,21,3,16,False,2022-08-20T16:30:00Z,0.0,3.0,3,73,2,0,1,0,0,0,0,0,0,0,3,47,67.8,10.0,42.0,12.0,1,0.63590,0.05122,0.68712,0.11530,64,-188934,1025266,67382,256316,Ødegaard,,3,Midfielder
3,7,31,9,10,True,2022-08-27T16:30:00Z,2.0,1.0,4,90,1,0,0,1,0,0,0,0,0,0,3,37,58.2,44.2,36.0,13.8,1,0.17920,0.46223,0.64143,0.83280,65,243746,1372230,295915,52169,Ødegaard,,3,Midfielder
4,7,41,2,1,True,2022-08-31T18:30:00Z,2.0,1.0,5,80,0,0,0,1,0,0,0,1,0,0,0,12,13.0,37.8,47.0,9.8,1,0.45920,0.22410,0.68330,0.45140,66,558793,2044513,598888,40095,Ødegaard,,3,Midfielder
5,7,56,14,2,False,2022-09-04T15:30:00Z,3.0,1.0,6,73,0,0,0,2,0,0,0,0,0,0,0,9,7.0,46.8,14.0,6.8,1,0.35250,0.34030,0.69280,1.24830,66,-348491,1677063,149913,498404,Ødegaard,,3,Midfielder
6,7,72,4,0,False,2022-09-18T11:00:00Z,0.0,3.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00000,0.00000,0.00000,0.00000,65,129352,1911739,171659,42307,Ødegaard,,3,Midfielder
7,7,81,18,2,True,2022-10-01T11:30:00Z,3.0,1.0,9,79,0,0,0,1,0,0,0,0,0,0,0,9,6.8,16.8,18.0,4.2,1,0.10820,0.04079,0.14899,1.57420,65,-218167,1615139,46253,264420,Ødegaard,,3,Midfielder
8,7,91,12,4,True,2022-10-09T15:30:00Z,3.0,2.0,10,81,0,1,0,2,0,0,0,1,0,0,0,16,21.6,19.2,41.0,8.2,1,0.26130,0.47397,0.73527,1.01220,64,-138956,1488945,34105,173061,Ødegaard,,3,Midfielder
9,7,104,11,6,False,2022-10-16T13:00:00Z,0.0,1.0,11,72,0,1,1,0,0,0,0,0,0,0,0,25,28.8,23.1,44.0,9.6,1,0.16410,0.16523,0.32933,1.68540,64,-49334,1448649,37376,86710,Ødegaard,,3,Midfielder
10,7,127,17,2,False,2022-10-23T13:00:00Z,1.0,1.0,13,82,0,0,0,1,0,0,0,0,0,0,0,20,9.4,43.8,11.0,6.4,1,0.09480,0.26998,0.36478,0.67380,64,48505,1427964,85890,37385,Ødegaard,,3,Midfielder
11,7,131,16,10,True,2022-10-30T14:00:00Z,5.0,0.0,14,90,1,0,1,0,0,0,0,0,0,0,2,33,49.4,66.3,61.0,17.7,1,0.17370,0.47769,0.65139,0.43140,64,-24556,1406616,45562,70118,Ødegaard,,3,Midfielder
12,7,142,6,3,False,2022-11-06T12:00:00Z,0.0,1.0,15,86,0,0,1,0,0,0,0,0,0,0,0,6,9.8,27.3,6.0,4.3,1,0.12330,0.28061,0.40391,0.29150,64,-10117,1402492,45977,56094,Ødegaard,,3,Midfielder
13,7,160,20,16,False,2022-11-12T19:45:00Z,0.0,2.0,16,90,2,0,1,0,0,0,0,0,0,0,3,47,69.4,9.3,68.0,14.7,1,1.48010,0.03380,1.51390,0.67930,64,-29107,1377105,34389,63496,Ødegaard,,3,Midfielder
14,7,161,19,11,True,2022-12-26T20:00:00Z,3.0,1.0,17,90,0,2,0,1,0,0,0,0,0,0,3,41,38.8,67.8,40.0,14.7,1,0.37930,0.25910,0.63840,1.06940,64,437883,1836698,672601,234718,Ødegaard,,3,Midfielder
15,7,172,5,13,False,2022-12-31T17:30:00Z,2.0,4.0,18,86,1,1,0,2,0,0,0,0,0,0,3,46,58.8,44.3,27.0,13.0,1,0.06230,0.77473,0.83703,1.00470,65,223732,2070142,240431,16699,Ødegaard,,3,Midfielder
16,7,181,15,2,True,2023-01-03T19:45:00Z,0.0,0.0,19,90,0,0,1,0,0,0,0,1,0,0,0,7,6.8,43.3,13.0,6.3,1,0.21700,0.18336,0.40036,1.08010,66,378103,2459245,394955,16852,Ødegaard,,3,Midfielder
0,8,1,7,1,False,2022-08-05T19:00:00Z,0.0,2.0,1,7,0,0,0,0,0,0,0,0,0,0,0,3,6.0,0.2,0.0,0.6,0,0.00000,0.00005,0.00005,0.00000,50,0,105345,0,0,Tierney,,2,Defender
1,8,11,10,1,True,2022-08-13T14:00:00Z,4.0,2.0,2,13,0,0,0,0,0,0,0,0,0,0,0,3,0.6,0.7,0.0,0.1,0,0.00000,0.00176,0.00176,0.15720,50,-14780,102375,3078,17858,Tierney,,2,Defender
2,8,21,3,1,False,2022-08-20T16:30:00Z,0.0,3.0,3,2,0,0,0,0,0,0,0,0,0,0,0,3,1.0,0.0,0.0,0.1,0,0.00000,0.00000,0.00000,0.02300,49,-12863,95230,4859,17722,Tierney,,2,Defender
3,8,31,9,2,True,2022-08-27T16:30:00Z,2.0,1.0,4,60,0,0,0,1,0,0,0,0,0,0,0,11,11.6,15.8,8.0,3.5,1,0.02030,0.01163,0.03193,0.50670,49,-14113,85062,2409,16522,Tierney,,2,Defender
4,8,41,2,2,True,2022-08-31T18:30:00Z,2.0,1.0,5,90,0,0,0,1,0,0,0,0,0,0,0,8,11.0,3.1,21.0,3.5,1,0.19980,0.03910,0.23890,0.45140,49,2023,91991,9526,7503,Tierney,,2,Defender
